	poa_global	module_temp	ambient_temp	Date	Month
2612	639.4270622450299	74.25695613506636	38.3	2020-07-19	7
2613	630.0324140390325	72.20015508736603	40.0	2020-07-19	7
2614	354.4795660708447	58.96036414800253	40.0	2020-07-19	7
2615	109.26413063115169	44.984350699123446	39.4	2020-07-19	7
2616	82.54652221659292	42.61592659696346	38.3	2020-07-19	7
2617	6.42028506129056	38.135683179763824	37.8	2020-07-19	7
2618	5.503101481106194	28.087728439797566	27.8	2020-07-20	7
2619	52.803575593209125	31.724351859434776	28.9	2020-07-20	7
2620	170.50686601672493	39.51491365409147	30.6	2020-07-20	7
2621	191.7201130664756	42.19067286727759	31.7	2020-07-20	7
2622	613.7655522109508	65.39059570234366	33.3	2020-07-20	7
2623	673.7646713969926	71.63825084008687	35.6	2020-07-20	7
2624	773.2728873950607	78.23040132765544	37.8	2020-07-20	7
2625	902.3343405578096	93.72503210860671	39.4	2020-07-20	7
2626	892.9736538272291	86.08892933887746	39.4	2020-07-20	7
2627	754.0097651217599	78.52236182866416	41.7	2020-07-20	7
2628	608.0800913661454	69.94613410846567	41.7	2020-07-20	7
2629	358.3793913897126	61.81004976113239	42.2	2020-07-20	7
2630	89.76774577780914	30.269831938023252	26.1	2020-07-20	7
2631	32.1014253064528	29.478415898819126	27.8	2020-07-20	7
2632	7.337468641474926	28.183637919730085	27.8	2020-07-20	7
2633	10.089019382028024	28.82750213962887	28.3	2020-07-21	7
2634	66.63794677625462	31.784150260189413	28.3	2020-07-21	7
2635	267.4061271259111	45.23211218434291	30.6	2020-07-21	7
2636	482.16950267547554	58.59022947111483	32.8	2020-07-21	7
2637	661.0897119300041	70.36029399840183	35.0	2020-07-21	7
2638	757.7382975877056	75.42704031454679	36.7	2020-07-21	7
2639	918.984536474771	93.12745702711791	37.8	2020-07-21	7
2640	882.0043415134935	85.51540127865188	39.4	2020-07-21	7
2641	851.0407756076565	86.12037565712546	40.6	2020-07-21	7
2642	680.866171887196	77.01809511936068	40.6	2020-07-21	7
2643	577.9505233116066	74.1999407156631	41.7	2020-07-21	7
2644	391.4953410446798	60.81882812267765	41.7	2020-07-21	7
2645	175.23939291446453	50.95480768007902	42.2	2020-07-21	7
2646	61.45129987235251	44.31296757773947	41.1	2020-07-21	7
2647	19.26085518387168	40.362255575554045	39.4	2020-07-21	7
2648	5.503101481106194	30.268746113499507	30.0	2020-07-22	7
2649	89.76953761502034	35.58480803475924	31.1	2020-07-22	7
2650	288.6145714213258	46.95072353922511	32.2	2020-07-22	7
2651	515.1296678531271	63.18721908328291	35.0	2020-07-22	7
2652	720.0479190114913	74.3475456663783	36.7	2020-07-22	7
2653	876.8228716785422	86.87859631001312	38.9	2020-07-22	7
2654	971.3095507145438	89.12578049320487	40.6	2020-07-22	7
2655	993.122606446482	91.31554178872122	41.7	2020-07-22	7
2656	921.2553503085113	90.36763156367306	42.2	2020-07-22	7
2657	788.9530695478517	84.05023617207073	42.8	2020-07-22	7
2658	609.9023710192174	72.58482086661463	42.8	2020-07-22	7
2659	406.13489564551173	66.65134830259133	42.2	2020-07-22	7
2660	209.33283756745112	53.14492096111091	42.2	2020-07-22	7
2661	75.20905357511799	45.03228867723338	41.1	2020-07-22	7
2662	4.585917900921829	40.84529107366642	40.6	2020-07-22	7
2663	4.585917900921829	31.976095152336775	31.7	2020-07-23	7
2664	84.51499423805375	36.422295617049436	32.2	2020-07-23	7
2665	284.76400724271525	48.18882292935271	33.3	2020-07-23	7
2666	510.62617293404924	61.69797614355136	35.0	2020-07-23	7
2667	715.4285687349698	74.9667648108898	36.7	2020-07-23	7
2668	865.7095361341478	83.64531294417537	39.4	2020-07-23	7
